song,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",-4.378,0,0.317,0.255,0,0.65,0.739,169.021,"hip hop, pop"
Heathens,-9.348,0,0.0286,0.0841,3.58E-05,0.105,0.548,90.024,rock
Low Life (feat. The Weeknd),-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,"hip hop, pop"
No Money,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01,"pop, Dance/Electronic"
Don't Let Me Down,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,"pop, Dance/Electronic"
Girls Like (feat. Zara Larsson),-3.406,1,0.049,0.37,1.18E-05,0.0812,0.538,120.028,"hip hop, pop, Dance/Electronic"
Hear Me Now,-7.757,1,0.0419,0.537,0.00261,0.0936,0.461,121.996,"pop, Dance/Electronic"
All Time Low,-4.188,1,0.0828,0.0584,0,0.0933,0.505,90.246,"hip hop, pop"
Sex,-5.825,1,0.171,0.00451,0,0.138,0.209,102.42,"pop, Dance/Electronic"
NO,-3.599,0,0.213,0.0124,1.61E-06,0.737,0.657,92.134,pop
Hotter Than Hell,-4.23,0,0.0908,0.011,0,0.0584,0.529,110.127,pop
In the Name of Love,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,"pop, Dance/Electronic"
Faded,-5.085,1,0.0476,0.0281,7.97E-06,0.11,0.159,179.642,Dance/Electronic
Cool Girl,-7.042,0,0.111,0.343,6.71E-06,0.129,0.234,101.983,"pop, Dance/Electronic"
Let Me Love You,-5.371,1,0.0349,0.0863,2.63E-05,0.135,0.163,99.988,"hip hop, pop, Dance/Electronic"
This Is What You Came For (feat. Rihanna),-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,"hip hop, pop, Dance/Electronic"
I Took A Pill In Ibiza - Seeb Remix,-6.645,0,0.111,0.0353,8.42E-06,0.0843,0.71,101.969,"hip hop, pop, Dance/Electronic"
2 Phones,-5.267,0,0.358,0.157,0,0.189,0.554,121.918,"hip hop, pop"
Needed Me,-8.091,0,0.244,0.11,0,0.0825,0.296,110.898,"hip hop, pop, R&B"
Side To Side,-5.883,0,0.247,0.0408,0,0.292,0.603,159.145,pop
Alone,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,"pop, Dance/Electronic"
I Know What You Did Last Summer,-4.582,0,0.0876,0.102,0,0.147,0.743,113.939,pop
Same Old Love,-4.01,0,0.0304,0.0223,0,0.214,0.438,98.02,pop
My Way,-3.06,0,0.0426,0.093,3.69E-05,0.161,0.536,119.986,"hip hop, pop, Dance/Electronic"
HandClap,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956,"pop, rock"
Ride,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,rock
My House,-4.792,0,0.0499,0.0215,0,0.128,0.74,94.006,"hip hop, pop"
Dangerous Woman,-5.32,1,0.0385,0.0612,0,0.353,0.297,134.052,pop
Alarm,-5.093,1,0.232,0.0812,0,0.176,0.811,146.928,"pop, Dance/Electronic"
We Don't Talk Anymore (feat. Selena Gomez),-8.053,0,0.134,0.621,0,0.179,0.352,100.017,pop
I'm In Control,-3.713,0,0.0346,0.355,0.000144,0.154,0.673,104.013,"pop, Dance/Electronic"
DUELE EL CORAZON (feat. Wisin),-3.254,0,0.103,0.0858,0,0.135,0.869,91.03,"pop, latin"
Never Forget You,-5.728,0,0.0457,0.00312,9.86E-06,0.269,0.276,145.992,Dance/Electronic
The Ocean (feat. Shy Martin),-6.478,1,0.029,0.0225,1.81E-06,0.104,0.188,90.037,"pop, Dance/Electronic"
Hotline Bling,-8.094,1,0.0587,0.00347,0.000119,0.0504,0.539,134.96,"hip hop, pop, R&B"
Into You,-5.948,1,0.107,0.0162,1.75E-06,0.145,0.37,107.853,pop
Treat You Better,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,pop
Say It,-10.511,0,0.0583,0.0862,6.50E-06,0.124,0.247,107.331,"hip hop, pop, R&B"
Adventure of a Lifetime,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995,"rock, pop"
This Girl - Kungs Vs. Cookin' On 3 Burners,-4.684,0,0.0383,0.0807,4.81E-05,0.251,0.501,121.969,"pop, Dance/Electronic"
You Don't Own Me (feat. G-Eazy),-5.653,1,0.0898,0.159,2.79E-06,0.0599,0.261,186.249,"pop, R&B"
Renegades,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,"hip hop, rock, pop"
Cake By The Ocean,-5.446,0,0.0517,0.152,0,0.0371,0.896,119.002,pop
The Girl Is Mine,-3.6,1,0.0397,0.00423,0.0972,0.0356,0.706,118.991,Dance/Electronic
Papercuts (feat. Vera Blue),-6.304,0,0.249,0.161,0,0.257,0.467,191.863,"hip hop, pop, Dance/Electronic"
Gold,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,"rock, pop, Dance/Electronic"
Stole the Show,-6.443,0,0.171,0.151,0,0.147,0.478,99.886,"pop, Dance/Electronic"
Work from Home (feat. Ty Dolla $ign),-5.861,1,0.0432,0.103,3.94E-06,0.0644,0.593,105.017,pop
Pop Style,-10.027,1,0.123,0.192,2.16E-06,0.105,0.0594,133.053,"hip hop, pop, R&B"
PILLOWTALK,-4.271,1,0.0496,0.104,0,0.089,0.429,124.909,"pop, Dance/Electronic"
Here,-3.974,1,0.104,0.0783,0,0.0841,0.327,120.493,"pop, R&B"
Middle,-5.331,1,0.0436,0.0199,0,0.0549,0.213,104.981,"hip hop, pop, Dance/Electronic"
Sweet Lovin' - Radio Edit,-1.231,1,0.0515,0.0553,4.78E-06,0.336,0.674,124.977,"pop, Dance/Electronic"
Jumpman,-7.286,1,0.187,0.0559,0,0.332,0.656,142.079,"hip hop, pop, R&B"
Dangerously,-8.379,0,0.0366,0.364,0,0.197,0.23,112.291,pop
Close,-5.273,0,0.082,0.253,0,0.144,0.401,123.996,pop
Perfect Strangers,-5.307,1,0.0487,0.372,0,0.277,0.709,117.986,"pop, Dance/Electronic"
Cold Water (feat. Justin Bieber & MØ),-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943,"hip hop, pop, Dance/Electronic"
Roses,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,"pop, Dance/Electronic"
LUV,-8.128,0,0.114,0.0118,0,0.123,0.247,95.109,"hip hop, pop, R&B"
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",-5.92,1,0.148,0.0114,0,0.108,0.523,162.958,pop
Don't,-5.556,0,0.195,0.223,0,0.0963,0.189,96.991,"hip hop, pop, R&B"
Just Hold On,-3.515,1,0.0824,0.00383,1.50E-06,0.0574,0.374,114.991,"hip hop, pop, Dance/Electronic"
Tears (feat. Louisa Johnson),-3.645,0,0.0446,0.0431,0,0.159,0.298,130.037,"pop, Dance/Electronic"
Fast Car,-6.983,1,0.0785,0.453,0,0.307,0.581,113.901,"pop, Dance/Electronic"
Never Be Like You,-5.436,1,0.0624,0.441,0,0.163,0.248,116.838,Dance/Electronic
Good Grief,-4.888,1,0.0653,0.147,0,0.311,0.877,120.041,"pop, rock"
The Greatest (feat. Kendrick Lamar),-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944,pop
Not Nice,-9.309,1,0.0804,0.0253,0.00132,0.12,0.725,128.06,"hip hop, pop, R&B"
"i hate u, i love u (feat. olivia o'brien)",-13.4,0,0.3,0.687,0,0.101,0.18,92.6,"hip hop, pop"
1955,-7.558,1,0.0695,0.719,5.91E-06,0.304,0.71,84.044,"hip hop, pop"
All In My Head (Flex) (feat. Fetty Wap),-5.194,0,0.053,0.023,0,0.0526,0.755,95.04,pop
"Sit Still, Look Pretty",-4.081,1,0.274,0.141,0,0.178,0.543,181.994,"rock, pop, Dance/Electronic"
Don't Mind,-4.503,1,0.336,0.0235,0,0.063,0.69,158.777,hip hop
Say It,-6.829,0,0.0322,0.0731,3.27E-06,0.0616,0.273,75.255,Dance/Electronic
Exchange,-10.598,1,0.185,0.107,0,0.135,0.276,160.108,"hip hop, pop, R&B"
Final Song,-6.109,0,0.0345,0.014,7.95E-05,0.0756,0.245,104.988,"pop, Dance/Electronic"
Sorry,-7.274,1,0.0535,0.00175,4.44E-06,0.253,0.356,129.988,"pop, R&B"
Shout Out to My Ex,-4.061,1,0.0889,0.0239,8.23E-06,0.11,0.8,126.014,pop
Ophelia,-6.429,1,0.0286,0.63,0.000198,0.0902,0.621,76.026,"pop, Folk/Acoustic"
Pink + White,-7.45,1,0.0991,0.67,4.57E-05,0.415,0.554,159.738,"hip hop, pop, R&B"
Too Good,-7.839,1,0.104,0.0489,4.88E-05,0.1,0.397,117.996,"hip hop, pop, R&B"
Shape of You,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,pop
No Lie,-2.862,1,0.117,0.0466,0,0.206,0.463,102.04,"hip hop, pop"
Despacito (Featuring Daddy Yankee),-4.757,1,0.17,0.209,0,0.112,0.846,177.833,"pop, latin"
Too Good At Goodbyes,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,pop
Rockabye (feat. Sean Paul & Anne-Marie),-4.068,0,0.0523,0.406,0,0.18,0.742,101.965,"pop, Dance/Electronic"
Havana (feat. Young Thug),-4.323,0,0.0312,0.186,3.80E-05,0.104,0.418,104.992,pop
Thunder,-4.749,1,0.0479,0.00683,0.21,0.155,0.298,167.88,rock
Don't Wanna Know (feat. Kendrick Lamar),-6.124,1,0.0696,0.343,0,0.0983,0.418,100.047,pop
Something Just Like This,-6.769,0,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,"pop, Dance/Electronic"
Perfect,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,pop
Little Dark Age,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,rock
goosebumps,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,"hip hop, Dance/Electronic"
Bored,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,"pop, Dance/Electronic"
Mask Off,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,"hip hop, pop"
Him & I,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,"hip hop, pop"
Cold (feat. Future),-6.288,0,0.113,0.118,0,0.0424,0.506,99.905,pop
Swang,-9.319,1,0.0581,0.2,9.82E-06,0.1,0.166,139.992,"hip hop, pop"
Save That Shit,-8.672,1,0.0288,0.0262,0,0.421,0.145,105.997,hip hop
Plain Jane,-5.482,1,0.275,0.0651,0,0.087,0.52,170.142,"hip hop, pop"
Unforgettable,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,"hip hop, pop"
Bank Account,-8.227,0,0.35,0.015,7.00E-06,0.0871,0.376,75.016,hip hop
More Than You Know,-4.989,0,0.0339,0.0323,0,0.29,0.534,123.07,"pop, Dance/Electronic"
Dusk Till Dawn (feat. Sia) - Radio Edit,-6.589,0,0.0386,0.102,1.32E-06,0.106,0.0951,180.042,"pop, Dance/Electronic"
Mi Gente,-4.862,0,0.0914,0.0178,1.34E-05,0.134,0.309,104.237,latin
You Don't Know Me - Radio Edit,-6.054,0,0.138,0.163,0,0.185,0.682,124.007,"hip hop, pop, Dance/Electronic"
Black Beatles,-6.163,1,0.0649,0.142,0,0.128,0.355,145.926,"hip hop, pop"
Ain't My Fault,-4.825,0,0.0296,0.00778,0,0.285,0.355,141.153,"pop, Dance/Electronic"
BUTTERFLY EFFECT,-6.865,1,0.0539,0.0714,0,0.112,0.182,140.987,"hip hop, Dance/Electronic"
Rolex,-2.512,1,0.04,0.0837,0,0.266,0.789,144.946,"hip hop, pop"
XO Tour Llif3,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,hip hop
Whatever It Takes,-5.021,0,0.0311,0.0362,0,0.117,0.556,134.945,rock
Chill Bill (feat. J. Davi$ & Spooks),-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,hip hop
Swalla (feat. Nicki Minaj & Ty Dolla $ign),-3.862,1,0.109,0.075,0,0.187,0.782,98.064,"hip hop, pop"
No Limit,-3.791,1,0.244,0.0117,0,0.0853,0.405,175.957,"hip hop, pop"
Magnolia,-7.323,0,0.286,0.0114,0,0.35,0.443,162.991,hip hop
Hold On,-9.681,1,0.0526,0.469,0,0.0829,0.167,119.949,"pop, Folk/Acoustic"
Breathe,-5.52,0,0.0363,0.0234,0.000157,0.143,0.686,125.985,"hip hop, pop, Dance/Electronic"
Believer,-4.305,0,0.108,0.0524,0,0.14,0.708,124.982,rock
Criminal,-3.023,0,0.0561,0.03,9.33E-05,0.255,0.839,79.997,"pop, latin"
HUMBLE.,-6.779,0,0.0903,0.000243,3.23E-05,0.0975,0.423,150.018,hip hop
Fetish (feat. Gucci Mane),-4.424,1,0.0592,0.0204,6.81E-06,0.062,0.265,123.013,pop
Attention,-4.432,0,0.0432,0.0969,3.12E-05,0.0848,0.777,100.041,pop
Man's Not Hot,-4.076,1,0.236,0.111,8.31E-05,0.107,0.588,135.048,"pop, Dance/Electronic"
Ciao Adios,-3.078,0,0.0863,0.127,0,0.15,0.445,106.083,"pop, Dance/Electronic"
Human,-4.097,1,0.302,0.393,0,0.165,0.554,75.087,R&B
do re mi,-6.35,1,0.0526,0.00522,5.25E-06,0.123,0.17,111.002,"hip hop, pop, Dance/Electronic"
Gucci Gang,-6.71,1,0.0597,0.239,0,0.117,0.699,119.889,hip hop
Look What You Made Me Do,-6.471,0,0.123,0.204,1.41E-05,0.126,0.506,128.07,pop
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),-3.304,1,0.0537,0.0642,0,0.241,0.66,91.011,"pop, latin"
Tunnel Vision,-7.724,0,0.294,0.0576,9.91E-05,0.122,0.231,171.853,hip hop
DNA.,-6.759,1,0.36,0.00402,0,0.0874,0.394,139.928,hip hop
Drowning (feat. Kodak Black),-5.274,0,0.0568,0.501,0,0.117,0.814,129.014,hip hop
Jocelyn Flores,-9.144,0,0.242,0.469,4.13E-06,0.297,0.437,134.021,hip hop
Bad and Boujee (feat. Lil Uzi Vert),-5.314,1,0.244,0.0611,0,0.123,0.168,127.079,"hip hop, pop"
Rake It Up (feat. Nicki Minaj),-8.126,0,0.344,0.022,0,0.137,0.53,149.953,"hip hop, pop"
Scared to Be Lonely,-7.786,0,0.0576,0.0895,0,0.261,0.195,137.972,"pop, Dance/Electronic"
Mama,-4.256,0,0.0418,0.091,0,0.0516,0.547,104.016,"pop, Dance/Electronic"
Solo Dance,-2.396,0,0.0507,0.0435,0,0.194,0.36,114.965,"pop, Dance/Electronic"
...Ready For It?,-6.509,1,0.136,0.0527,0,0.197,0.417,160.015,pop
2U (feat. Justin Bieber),-5.827,0,0.0591,0.219,0,0.225,0.557,144.937,"hip hop, pop, Dance/Electronic"
Slippery (feat. Gucci Mane),-5.661,0,0.263,0.307,0,0.104,0.749,141.967,"hip hop, pop"
There's Nothing Holdin' Me Back,-4.035,1,0.0583,0.381,0,0.0913,0.966,121.996,pop
Good Life (with G-Eazy & Kehlani),-5.208,1,0.233,0.00638,0,0.0563,0.54,168.073,"hip hop, pop"
All Night,-5.194,1,0.0358,0.0041,0,0.33,0.507,144.992,pop
New Rules,-5.181,0,0.0691,0.00261,1.11E-05,0.114,0.592,116.01,pop
Bodak Yellow,-5.792,0,0.109,0.0672,0,0.346,0.458,125.022,"hip hop, pop"
Skin,-7.733,1,0.31,0.265,0,0.147,0.351,170.661,R&B
I Would Like,-3.949,0,0.0524,0.0853,0,0.0839,0.297,121.028,"pop, Dance/Electronic"
Wild Thoughts (feat. Rihanna & Bryson Tiller),-3.094,0,0.0688,0.0329,0,0.118,0.632,97.979,"hip hop, pop"
Congratulations,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,hip hop
Without You (feat. Sandro Cavazza),-4.844,1,0.0428,0.00163,0,0.0456,0.295,133.993,"pop, Dance/Electronic"
Symphony (feat. Zara Larsson),-4.699,0,0.043,0.281,3.29E-05,0.234,0.497,122.95,"pop, Dance/Electronic"
Chained To The Rhythm,-5.404,1,0.112,0.0814,0,0.199,0.471,95.029,pop
Juju on That Beat (TZ Anthem),-3.892,1,0.275,0.00381,0,0.391,0.78,160.517,set()
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,"hip hop, pop, Dance/Electronic"
T-Shirt,-3.744,0,0.217,0.242,0,0.158,0.486,139.023,"hip hop, pop"
Rich Love (with Seeb),-3.641,0,0.314,0.167,0,0.362,0.472,104.592,pop
Pretty Girl - Cheat Codes X CADE Remix,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,"rock, pop"
Glorious (feat. Skylar Grey),-5.126,0,0.0522,0.0323,2.59E-05,0.112,0.356,139.994,"hip hop, pop"
NUMB,-7.046,0,0.0431,0.184,1.03E-06,0.0911,0.4,147.932,"pop, Dance/Electronic"
Strip That Down,-5.595,1,0.0545,0.246,0,0.0765,0.527,106.028,pop
Passionfruit,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,"hip hop, pop, R&B"
Friends (with BloodPop®),-5.35,1,0.0387,0.00459,0,0.306,0.649,104.99,pop
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",-8.374,1,0.0585,0.0631,1.30E-05,0.325,0.0862,117.973,"pop, Dance/Electronic"
Scars To Your Beautiful,-5.74,1,0.272,0.0285,0,0.111,0.449,194.169,"pop, R&B"
It's A Vibe,-7.38,1,0.148,0.0312,0.000887,0.114,0.525,73.003,"hip hop, pop"
Call on Me - Ryan Riback Remix,-4.031,1,0.0362,0.0605,0.000611,0.159,0.716,105,"pop, Dance/Electronic"
Weak,-4.518,1,0.0429,0.137,0,0.184,0.678,123.98,rock
Lust for Life (with The Weeknd),-8.618,0,0.0582,0.588,0.00484,0.358,0.295,99.979,pop
Reggaetón Lento (Remix),-3.079,0,0.0758,0.158,0,0.0972,0.651,93.984,"pop, latin"
Middle Of The Night,-4.323,0,0.058,0.0037,0,0.0813,0.397,130.093,pop
I Feel It Coming,-5.946,0,0.118,0.428,0,0.0679,0.585,92.987,"pop, R&B"
Paris,-6.428,1,0.0304,0.0215,1.66E-06,0.0939,0.219,99.99,"pop, Dance/Electronic"
Bounce Back,-5.628,0,0.139,0.106,0,0.129,0.273,81.502,"hip hop, pop"
Mercy,-4.882,0,0.0818,0.118,0,0.111,0.383,148.127,pop
Lonely Together (feat. Rita Ora),-5.309,1,0.0612,0.134,2.12E-05,0.0683,0.272,102.977,"pop, Dance/Electronic"
No Promises (feat. Demi Lovato),-5.445,1,0.134,0.0575,0,0.106,0.595,112.956,"pop, Dance/Electronic"
24K Magic,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,pop
Homemade Dynamite - REMIX,-4.997,0,0.0764,0.229,0,0.127,0.175,106.996,"pop, Dance/Electronic"
It Ain't Me (with Selena Gomez),-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,"pop, Dance/Electronic"
God's Plan,-9.211,1,0.109,0.0332,8.29E-05,0.552,0.357,77.169,"hip hop, pop, R&B"
rockstar (feat. 21 Savage),-6.136,0,0.0712,0.124,7.01E-05,0.131,0.129,159.801,hip hop
Ric Flair Drip (with Metro Boomin),-8.28,1,0.206,0.149,5.05E-05,0.114,0.333,100.007,"hip hop, pop"
Him & I (with Halsey),-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,"hip hop, pop"
In My Mind,-5.335,1,0.149,0.176,1.10E-05,0.118,0.163,125.905,"pop, Dance/Electronic"
Lucid Dreams,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,hip hop
The Middle,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,"hip hop, pop, Dance/Electronic"
FRIENDS,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,"pop, Dance/Electronic"
I Like It,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,"hip hop, pop"
Moonlight,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,hip hop
no tears left to cry,-5.507,0,0.0594,0.04,3.11E-06,0.294,0.354,121.993,pop
Mo Bamba,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,hip hop
One Kiss (with Dua Lipa),-3.24,0,0.11,0.037,2.19E-05,0.0814,0.592,123.994,"hip hop, pop, Dance/Electronic"
Taste (feat. Offset),-7.442,1,0.12,0.0236,0,0.101,0.342,97.994,"hip hop, pop"
SICKO MODE,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,"hip hop, Dance/Electronic"
Natural,-6.112,1,0.0409,0.217,0,0.0812,0.22,100,rock
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",-4.167,0,0.228,0.157,4.82E-06,0.0642,0.617,95.881,"hip hop, pop, Dance/Electronic"
Spotlight,-4.483,1,0.151,0.0145,0,0.742,0.615,150.06,"pop, Dance/Electronic"
Pray For Me (with Kendrick Lamar),-4.979,1,0.093,0.0762,2.17E-05,0.111,0.188,100.584,"pop, R&B"
lovely (with Khalid),-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,"pop, Dance/Electronic"
Walk It Talk It,-5.145,1,0.184,0.0876,2.60E-06,0.106,0.395,145.914,"hip hop, pop"
Solo (feat. Demi Lovato),-4.546,0,0.0437,0.0441,6.66E-05,0.35,0.565,105.005,"pop, Dance/Electronic"
Nonstop,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,"hip hop, pop, R&B"
FEFE,-9.127,1,0.412,0.088,0,0.136,0.376,125.978,hip hop
Call Out My Name,-4.954,1,0.0356,0.17,0,0.307,0.175,134.17,"pop, R&B"
Te Boté - Remix,-3.445,0,0.214,0.542,1.28E-05,0.0595,0.442,96.507,latin
MotorSport,-5.32,1,0.183,0.0305,0,0.325,0.188,137.996,"hip hop, pop"
X,-5.298,0,0.056,0.0338,0.00106,0.3,0.694,179.968,latin
SAD!,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,hip hop
Sin Pijama,-3.695,0,0.0464,0.354,2.93E-05,0.104,0.82,94.014,"pop, latin"
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",-5.232,0,0.213,0.00413,0,0.0537,0.216,82.034,"hip hop, pop"
GUMMO,-4.926,1,0.172,0.0553,0,0.129,0.635,157.036,hip hop
Breathe,-5.52,0,0.0363,0.0234,0.000157,0.143,0.686,125.985,"hip hop, pop, Dance/Electronic"
Sick Boy,-7.518,0,0.0531,0.109,0,0.12,0.454,89.996,"pop, Dance/Electronic"
"King's Dead (with Kendrick Lamar, Future & James Blake)",-5.008,1,0.299,0.000813,0,0.128,0.376,137.133,"hip hop, pop"
Plug Walk,-6.531,1,0.143,0.202,0,0.108,0.158,94.981,"hip hop, pop"
All The Stars (with SZA),-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,hip hop
Everyday,-4.099,1,0.0378,0.0425,0,0.0761,0.422,149.908,"hip hop, pop"
Tip Toe (feat. French Montana),-4.547,0,0.0714,0.0233,0,0.094,0.62,98.062,"hip hop, pop"
God is a woman,-5.934,1,0.0558,0.0233,6.00E-05,0.237,0.268,145.031,pop
Powerglide (feat. Juicy J) - From SR3MM,-4.75,0,0.15,0.0168,0,0.118,0.584,173.948,"hip hop, pop"
German,-6.26,0,0.0654,0.811,1.86E-05,0.191,0.852,103.019,set()
Nevermind,-8.339,0,0.201,0.159,1.29E-05,0.409,0.0793,99.977,pop
we fell in love in october,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.959,"pop, rock, Dance/Electronic"
Wolves,-4.614,0,0.0448,0.124,0,0.204,0.306,124.987,pop
Jackie Chan,-2.867,0,0.045,0.374,0,0.0586,0.687,128.005,"pop, Dance/Electronic"
Leave a Light On,-5.946,1,0.113,0.0153,1.78E-06,0.133,0.267,68.976,"rock, pop"
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",-3.112,0,0.0589,0.165,0,0.0501,0.794,94.968,"pop, latin"
Silence,-3.093,1,0.0853,0.256,4.96E-06,0.17,0.286,141.971,"pop, Dance/Electronic"
Youngblood,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,pop
Body (feat. brando),-4.399,1,0.038,0.0476,9.44E-05,0.0543,0.582,121.958,"pop, Dance/Electronic"
For You (Fifty Shades Freed) (& Rita Ora),-4.618,0,0.0331,0.0167,0,0.157,0.2,113,pop
Let You Down,-5.68,0,0.121,0.312,0,0.179,0.464,147.997,"hip hop, pop"
changes,-10.068,1,0.029,0.883,0,0.0984,0.52,64.934,hip hop
Corazón (feat. Nego do Borel),-6.073,0,0.247,0.328,1.47E-05,0.198,0.748,198.075,latin
Bodak Yellow,-6.337,0,0.103,0.0659,0,0.231,0.485,125.022,"hip hop, pop"
Yes Indeed,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,hip hop
Rise,-4.65,1,0.0333,0.327,0,0.203,0.655,106.046,"pop, Dance/Electronic"
Flames,-5.892,0,0.0385,0.0817,3.80E-06,0.0934,0.421,93.95,"hip hop, pop, Dance/Electronic"
Vaina Loca,-4.249,1,0.0752,0.315,0,0.203,0.555,93.982,latin
How Long,-5.253,0,0.0778,0.211,3.49E-06,0.0383,0.811,109.974,pop
Better Now,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,hip hop
Look Alive (feat. Drake),-7.495,1,0.27,0.00104,5.86E-05,0.105,0.595,140.022,"hip hop, pop"
River (feat. Ed Sheeran),-5.916,0,0.516,0.142,0,0.0713,0.659,90.09,hip hop
Happier,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,"pop, Dance/Electronic"
Be Alright,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684,pop
Done for Me (feat. Kehlani),-3.692,0,0.074,0.193,0,0.0688,0.697,112.009,pop
Stir Fry,-5.402,1,0.269,0.00263,0,0.159,0.508,181.982,"hip hop, pop"
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",-7.709,1,0.331,0.00552,0,0.0881,0.112,203.911,"hip hop, pop"
In My Feelings,-5.833,1,0.125,0.0589,6.00E-05,0.396,0.35,91.03,"hip hop, pop, R&B"
Jumanji,-9.86,0,0.25,0.279,0,0.0959,0.603,95.948,"hip hop, Dance/Electronic"
The Way I Am,-5.658,0,0.186,0.314,2.38E-06,0.0628,0.642,114.966,pop
Me Niego (feat. Ozuna & Wisin),-4.449,0,0.0972,0.0543,0,0.636,0.768,94.023,"pop, latin"
Eastside (with Halsey & Khalid),-7.648,0,0.321,0.555,0,0.116,0.319,89.391,"hip hop, pop"
Échame La Culpa,-3.641,1,0.0417,0.0376,0,0.137,0.675,95.989,"pop, latin"
17,-7.202,0,0.0689,0.00149,0.127,0.0696,0.667,122.029,"pop, Dance/Electronic"
Anywhere,-3.953,0,0.0596,0.0364,0,0.104,0.321,106.93,"hip hop, pop, Dance/Electronic"
Answerphone (feat. Yxng Bane),-3.928,0,0.0885,0.0387,0,0.454,0.454,113.021,Dance/Electronic
Trip,-5.628,0,0.144,0.225,0,0.107,0.358,79.882,"hip hop, pop, R&B"
Dura,-3.416,1,0.051,0.174,0,0.412,0.839,95.001,latin
No Brainer,-4.706,1,0.342,0.0733,0,0.0865,0.639,135.702,"hip hop, pop"
2002,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133,"pop, Dance/Electronic"
Finesse - Remix; feat. Cardi B,-4.877,0,0.0996,0.0185,0,0.0215,0.926,105.115,pop
Let's Fall in Love for the Night,-7.941,1,0.104,0.802,0,0.171,0.374,127.921,"rock, pop, Dance/Electronic"
The Greatest Show,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,easy listening
